Tweet,Sentiment,Subjectivity,Date
coronavirus stimulus bill includes secret billion giveaway to wealth via,-0.4,0.7,4/19/2020
trump to release flexible guidelines to reopen economy white house official coronavirus covid,0,0,4/19/2020
reported a tweet that showed someone tormenting a frogtweet seems to b gone now i will report any tweets showing cruelty to animals unfortunately seems to be more as lockdown continues please remember animals at this time also coronavirus animalcruelty animalabuse,0,0.75,4/19/2020
this is what happens when youre wearing a mask outside coronavirus corona coronaviruspandemic covid,0,0.05,4/19/2020
breath we know those who get this virus are immunocompromised elderly or have underlying conditions look at nyc dept of health table attached only people who died had no underlying conditions if youre vulnerable stay home let everyone else get back to workcoronavirus,-0.166666667,0.5,4/19/2020
when will coronavirus end,0,0,4/19/2020
concert together at home r collects million for coronavirus relief variety instant news,0,0.666666667,4/19/2020
he says he will take or more counting and he cuts it off he looks like he is limping as he leaves the room pressercovid presser covid coronavirus covid,0.5,0.5,4/19/2020
watch we r listenings st vlog covid and its affects on the youth validating feelings of anxiety coronavirus coronavirusandyouth,0,0,4/19/2020
we need a big ass stone cold stunner on this corona virus so,-0.3,0.55,4/19/2020
nobodylagosians every weekend eko for show eko for owambe eko for ballerscoronavirus,0,0,4/19/2020
wbai fm today monday pm estbuilding bridges saving democracy from the coronavirus amp trump poultry industry is killing essential workers foodservice workers risingup produced by mimi rosenberg amp ken nashcoronaviruscovid,0,0.3,4/19/2020
covid coronavirus the atlantic magazine says jacinda ardern may be the most effective leader on the planet via i am not a labour fan but i agree the pm is doing a fantastic job,0.5,0.733333333,4/19/2020
eeuu chinaus president our relationship with china was good and we signed a great trade agreement but things have now gotten worse because of the coronavirus,0.366666667,0.65,4/19/2020
lawmakers urge new york governor to shut down subways to stop coronavirus spread the subways are fueling the crisis,-0.00959596,0.371717172,4/19/2020
dow jumps points on hope for a coronavirus treatment closes at highest level since march stocks surged on,0,0,4/19/2020
alertcreating more than fake websites mimicking netflix and disney signup pages hackers exploit coronavirus lockdown to harvest personal information from consumers,0,0.6,4/19/2020
the next coronavirus nightmare is what happens after the icu,0,0,4/19/2020
trump says hed be willing to give coronavirus aid to iran via,0.25,0.75,4/19/2020
there is a white house blockade stopping states from getting coronavirus ppe,0,0,4/19/2020
in the case of a new coronavirus infectious disease that causes the main livelihood to die or is severe,0.151515152,0.393939394,4/19/2020
tokyo in a state of emergency yet still having drinks at a bar covid coronavirus,0,0,4/19/2020
david bowie bassist matthew seligman dies of coronavirus,0,0,4/19/2020
the obama administration had bad coronavirus test kits wow you dont say id love to know where they got those,-0.033333333,0.755555556,4/19/2020
are we overreacting to the coronavirus lets do the math,0,0,4/19/2020
coronavirus is getting closer to home,0,0,4/19/2020
check out this meetup daily prayer vigil corona virus meetup via,0,0,4/19/2020
trump plays clip of gov cuomo praising federal coronavirus response,0,0,4/19/2020
coronavirus us live trump says protesters against distancing measures seem very responsible as it happened,0.198181818,0.6075,4/19/2020
why china is losing the coronavirus narrative via,0,0,4/19/2020
video spotlights immigrants leading the fight against britains coronavirus outbreak,0,0,4/19/2020
neimanmarcus group is preparing to seek bankruptcy protection as soon as this week becoming the first major us department store operator to succumb to the economic fallout from the coronavirus outbreak people familiar with the matter said newyork post,0.2675,0.476666667,4/19/2020
cnn corona coronavirus covid coronanews pandemic and its not oke when youre oke with the not okes comeonpeople,0,0,4/19/2020
coronavirus amazon extends closure of french warehouses,0,0,4/19/2020
my brother today somehow had a dream of someone telling him that he got corona virus and thus gave him a vaccine with a huge needle what does this dream mean dreamlog,0.04375,0.79375,4/19/2020
federalism has become another casualty of trump and the coronavirus andrew gawthorpe,0,0,4/19/2020
trump plays clip of gov cuomo praising federal coronavirus response,0,0,4/19/2020
every time they kiss in the movies my brain goes le va a pegar el coronavirus,0,0,4/19/2020
what about the people who are already foodinsecure is indianapolis going to continue ignoring the poor and homeless population the understaffed shelters are full of sick people who are spreading this disease homelesscantstayhome covid covid coronavirus,-0.254761905,0.669047619,4/19/2020
i do believe a lot of the precautions taken due to coronavirus will still be in affect when this is over susocialwork,-0.125,0.375,4/19/2020
cant pay rent because of the coronavirus this site will help you explain your rights to your landlord,0,0,4/19/2020
covid coronavirus man charged with attempting to infect three police officers with disease,0,0,4/19/2020
us cannabis ceos say coronavirus crisis will speed up legalization we have been deemed essential,0,0.3,4/19/2020
watch trump waves around qtip testing swab at coronavirus briefing very sophisticated,0.65,1,4/19/2020
zionist israeli killers who spread the corona virus finished america and brought china back,0,0,4/19/2020
shocking tory incompetence may needlessly and inexcusably cost more lives disabled people left off coronavirus vulnerable list go without food,-0.283333333,0.55,4/19/2020
coronavirus nearly tyson chicken workers test positive for virus sent from my samsung smgu,-0.090909091,0.631818182,4/19/2020
coronavirus covid update serological tests no test for public use has been authorized by the fda do not be scammed,0,0.066666667,4/19/2020
is there life after the coronavirus check this out and let me know what you think pastor punched this stupid virus in the throat,-0.8,1,4/19/2020
do they test these reporters for corona virus before they go inside the same room as the president lol,0.4,0.4125,4/19/2020
video mohamed mirgham of the muslim brotherhoods justice amp construction party god has inflicted coronavirus on europe so that turkey can focus on its battles god has protected it and so it had no significant economic or military impact libya,-0.029166667,0.391666667,4/19/2020
the qualifier in your statement as a representative of chinah is usproud of our rapid facilitation of the delivery of donated lifesaving personal protection equipment and medical and humanitarian relief supplies to the people affected by the coronavirus in china pompeo,0,0.15,4/19/2020
trudeau looks a lot like trump when it comes to the coronavirus the washington post could be a valid reason why the borders were closed for nonessential business this actually benefited both the us amp canada,-0.05,0.1,4/19/2020
what about the immigrant children in cages at the boarder they need to be checked for coronavirus amjoy,0,0,4/19/2020
three of my brothers employees tested positive for coronavirus and im just so grateful my brother hasnt been operating his business for over a month and hasnt been near these people,0.163636364,0.472727273,4/19/2020
how did britain get its coronavirus response so wrong,-0.5,0.9,4/19/2020
coronavirus in hampshire days that changed the world it is a struggle to comprehend that as little as four months ago most of us had never uttered the phrase coronavirus let alone knew what it meant on new years eve residents across,0.149621212,0.484848485,4/19/2020
coronavirus us faced with protests amid pressure to reopen,0,0,4/19/2020
djokovic opposes compulsory coronavirus vaccination via,0,0,4/19/2020
of completely disrespectful at coronavirus update trying so hard to be relevant,0.069444444,0.613888889,4/19/2020
stargazers will be able to see elon musks starlink satellites over basingstoke stargazers across basingstokewill be kept entertained during coronavirus lockdown thanks toregular visits from spacexs fleet of starlink satellites,0.35,0.4125,4/19/2020
how does coronavirus kill clinicians trace a ferocious rampage through the body from brain to toes,0,0,4/19/2020
tunisia coronavirus update utc health,0,0,4/19/2020
trump announces coronavirus testing milestone says ppp stimulus deal imminent,0,0,4/19/2020
nigeria records highest cases in a day as patients tests positive to coronavirus,0.227272727,0.545454545,4/19/2020
pink privilege at its bestsmhmnuchin says putting trumps name on coronavirus stimulus checks was his idea,-0.1,0.3,4/19/2020
despite being in britain for over a decade his asylum claim was never fully accepted and he had continued to fight legal battles until his death from coronavirus at a london hospital last week,0.1,0.133333333,4/19/2020
the coronavirus kick i needed new blog post via coronavirus lockdown humor excuseforlaziness togetherathome,0.136363636,0.454545455,4/19/2020
lancaster county continues to report high percentage of coronavirus deaths,0.16,0.54,4/19/2020
please also provide the distribution of the recovered cases so we know which states have become coronavirusfree eg enugu has had cases for weeks now are those among the recovered thank you,0,0,4/19/2020
coronavirus coverup chinas fury after academics sign letter of warning to the world its a good warning if something is not done about china its going to be our tears now or our tears for evermore but they certainly are going to be our tears,0.457142857,0.585714286,4/19/2020
coronavirus how to keep glasses from fogging up while wearing a face mask,0,0,4/19/2020
coronavirus covid you c youve taken away hundreds of thousands of lives the chinese obsession with eating strange food im coming for you a virus that ripped apart families destroyed lifes hours i watched this disease our drs nurses and care providers are heroes,-0.025,0.075,4/19/2020
estero village of estero coronavirus covid government updates,0,0,4/19/2020
watch live president trumps coronavirus task force holds press conference,0.136363636,0.5,4/19/2020
it looks like that k figure touted early by was a pipe dream usa in for a lot more pain based on this tearsforamerica coronavirus coronavirususa,0.3,0.4,4/19/2020
coronavirus can we beat covid without a vaccine today show australia,0,0,4/19/2020
the liberators will be here tomorrow i feel sick to my stomach im not leaving the house period az arizona phoenix azcentral coronavirus trumpliesamericansdie stayhome quarantine socialdistancing stayathome trumpliespeopledie repost,-0.714285714,0.857142857,4/19/2020
coronavirus in illinois updates heres whats happening sunday with covid in the chicago area,0,0,4/19/2020
id only get one question if i were a reporter at a wh coronavirus briefing are you aware that most people think youre a dick sir msnbc cnn,0.25,0.583333333,4/19/2020
florida gov blames coronavirus rise on overwhelmingly hispanic workers via,0.5,1,6/19/2020
spain activists launch grassroots uprising against false pandemic coronavirus tyranny,-0.4,0.6,6/19/2020
hey there friends if youre going to the trump coronavirus tulsa rally good luck on your chance of winning the virus,0.6,0.675,6/19/2020
disclaimer on mask box states does not protect against transmition of coronavirus so whos lying,0,0,6/19/2020
perhaps he is points up because hes in his basement following presidentpinesols guidelines while trump is hosting a coronavirus rally to assuage his fragile ego,0,0.3,6/19/2020
and those are the same people that have coronavirus because they think they have to be at church sunday morning to be accepted by god and rushed opening back up the community tell me im wrong,-0.166666667,0.341666667,6/19/2020
coronavirus live news brazil passes million cases as australia seeks to prevent second wave,0.068181818,0.25,6/19/2020
trumps coronavirus response is a huge failure after the initial hotspots in ny and other places we should have learned to prevent it from happening elsewhere the fact that its increasing in florida az ok and other places is all on his lack of leadership what a loser,0.055555556,0.408333333,6/19/2020
reportecoviddiasiniva n there are now total coronavirus covid infections in colombia within the infected people have died are still sick and people have recovered coronavirus a travs de,-0.357142857,0.803571429,6/19/2020
everything youve said is msm fake news lies he doesnt believe in abortion millions of americans dont he never told anyone to inject themselvesslept on coronavirus was the first to act restricting flightscharlottesville he was talking about the people protecting statues,-0.125,0.666666667,6/19/2020
india coronavirus the stranded sailor yet to meet his daughter newpaper,0,0,6/19/2020
yall over hyped the fuck out the corona virus aint heard about it in a month fake newsa,-0.45,0.8,6/19/2020
hello why did missouri stop reporting its daily coronavirus cases as they are spiking,0,0,6/19/2020
hello i ordered bottom k grills for but i still have them because of coronavirus and i wasnt sure if you guys would take them back i was wondering if youll still accept them or if i can get a refund for my purchase minus the mold kit cost of course im not sick too,0.189285714,0.461507937,6/19/2020
has the number of hospitalizations increased congress covid coronavirus covid,0,0,6/19/2020
india coronavirus the stranded sailor yet to meet his daughter newpaper,0,0,6/19/2020
my daughter recovered from a very painful weeklong sinus infection included er visits not coronavirus and is her beautiful vibrant happy self again,0.226666667,0.833333333,6/19/2020
the first wave is far from overaccording to worldometer there were more than new cases around the world in the past hours a month ago on may there were new casesand by this time next week the death toll is on track to pass coronavirus,0.124675325,0.427489177,6/19/2020
definitely the worst coronavirus news day since all the leagues got shut down,-0.385185185,0.596296296,6/19/2020
california reported new coronavirus cases today the most cases recorded in a single day since the start of the pandemic according to data from the ca dept of public healththis comes just a day after the state previously reported a daily high of cases,0.079752628,0.277452072,6/19/2020
theres not a single global organization that is not fully corruptedfrom the un who is endorsing antifa to the who that helped the chinese hide their coronavirus theyre all corrupt and evilamerican taxpayers should not fund a single onewhy should we fund our enemies,-0.107142857,0.285714286,6/19/2020
imagine celebrating being able to get coronavirus that is the state of the gop,0.5,0.625,6/19/2020
coronavirus quarantine rules for some countries set to be relaxed,0,0,6/19/2020
investigation ordered into tsa response to coronavirus after whistleblower complaint,-0.3,0.2,6/19/2020
the breaks on corona virus situation have failed as you can all see and apparently theres no reverse gearthis is a clear clarion call to all mankind great and small to put it place exit strategy the messiah is,0.04,0.436666667,6/19/2020
twn the new xbox is slightly better then the ps so id say go with the xbox because everything is cross platform these days sony got screwed by the coronavirus and had to rush a couple of aspects of the system,0.212121212,0.318181818,6/19/2020
the simplest defence against coronavirus,0,0,6/19/2020
california reported new coronavirus cases today the most cases recorded in a single day since the start of the pandemic according to data from the ca dept of public healththis comes just a day after the state previously reported a daily high of cases,0.079752628,0.277452072,6/19/2020
days later players test positive for the coronavirus athletes in all sports should step up and help to get people to wear a mask when out in public places the numbers would go down,0.017929293,0.225252525,6/19/2020
and coronavirus going up a lot there,0,0,6/19/2020
canada coronavirus migrant farmworkers die mexico wants answers,0.2,0.1,6/19/2020
coronavirus spread hits day high world health organizationsays,0.16,0.54,6/19/2020
ok because it is trueflorida gov blames coronavirus rise on overwhelmingly hispanic workers via,0.5,0.75,6/19/2020
coronavirus brazil becomes second country to hit one millioncases,0,0,6/19/2020
coronavirus pandemic updates from around theworld,0,0,6/19/2020
number of new coronavirus cases in south carolina spikes to more than dhecsays,0.318181818,0.477272727,6/19/2020
in addition to these covid cases in the nhl three baseball teams announced today theyre shutting down their spring training camps due to the coronavirushave to think the nba will discover a handful or so infected players next week once mandatory testing begins on june,-0.093518519,0.221296296,6/19/2020
navy upholds firing of carrier captain who warned ofcoronavirus,0,0,6/19/2020
cnn in major reversal navy opts to uphold firing of aircraft carrier captain who warned about coronavirus outbreak this could make for a very interesting case citing commander in chiefs attitude to cvd,0.35625,0.575,6/19/2020
random dude on golf course whose been constantly coughing dont worry i dont have coronavirus just a coughme him me so you have coronavirushim,-0.25,0.416666667,6/19/2020
wow coronavirus must not be an issue with the rioting,0.1,1,6/19/2020
daily coronavirus cases in los angeles county drop after record highs crumpe,0,0,6/19/2020
coronavirus all children in england back to school in september,0,0,6/19/2020
days since the last coronavirus task force press conference no contact tracing testing no emphasis on masks save lives no updates and now trump is sponsoring a super spreader event in tulsa ok with every moron in town a president whos also a massmurderer,0.008333333,0.558333333,6/19/2020
coronavirus update in us new cases confirmed new deaths total cases in us confirmed recovered deaths daily cases increase reported today utc time,0.178787879,0.609848485,6/19/2020
texas students will return to school campuses this fall gov greg abbott tells lawmakersthis simply will not happen tx is delusionaltexas is leading in the coronavirus cases thanks to abbots disastrous reopening he needs to resign,-0.166666667,0.452380952,6/19/2020
zero coronavirus transmission unlike your superspreader event experts say or more attendees to your rally will bring covid back to their families and neighbors,0.25,0.25,6/19/2020
trump admits so many lives have been lost but says their coronavirus deaths wont be in vain,0.5,0.5,6/19/2020
an italian expert said the coronavirus is becoming less aggressive and asked to avoid spreading unjustified fear argentina mostshared,0.094444444,0.305555556,6/19/2020
rt gov gavin newsom signed a bill that requires county officials to mail a ballot to every registered voter for the november election in response to the coronavirus outbreak,0,0,6/19/2020
shes a tough cookie new bedford woman on hospice for cancer beats coronavirus,-0.126262626,0.643939394,6/19/2020
ever heard of the corona virus and americans dead tool,-0.2,0.4,6/19/2020
the pandemic is accelerating who warns coronavirus accelerating pandemic warns,0,0,6/19/2020
join me in helping coronavirus victims with ecoin and earn ecoins worth free ecoin the worlds fastestgrowing crypto will donate ecoins when you sign up earn and donate more ecoins for referring donatewithoutspending,0.4,0.466666667,6/19/2020
of course you would show a graph only from april until now this was the result of the corona virus president trump had nothing to do with the economy failing during the pandemic the governors and other elected officials caused the recession,-0.0625,0.6875,6/19/2020
coronavirus fears in china find a new target salmon,0.136363636,0.454545455,6/19/2020
california arizona florida and texas all report record spikes in coronavirus cases big day for these states,0,0.1,6/19/2020
although many seniors have been kept apart from friends and family to protect them from the coronavirus many say the isolation is having a negative emotional and psychological impact on patients has more in part of her special report,0.22244898,0.460204082,6/19/2020
these are images of elkoans voluntarily wearing face coverings during the coronavirus pandemic gov steve sisolak has asked his medical advisory team to provide recommendations regarding enhanced face mask policies as the number of coronavirus cases,0,0,6/19/2020
ers player reportedly tests positive for coronavirus teammates awaiting testresults,0.227272727,0.545454545,6/19/2020
coronavirus attacks the lungs a federal agency just halted funding for new lung treatments,0.136363636,0.454545455,6/19/2020
nick watney coronavirus positive test forces us golfer out of rbc heritage,0.227272727,0.545454545,6/19/2020
nick watney coronavirus positive test forces us golfer out of rbc heritage,0.227272727,0.545454545,6/19/2020
boy thats pathetic trumprallytulsa coronavirus,-1,1,6/19/2020
thousands go into quarantine in germany after slaughterhouse workers test positive for coronavirus with outbreak linked to staff visiting family in eastern europe when border controls were relaxedvia,0.227272727,0.545454545,6/19/2020
the latest brazil rises above million coronavirus cases seattle pi via,0.25,0.5,6/19/2020
navy upholds firing of captain hailed as a hero after warning of coronavirus outbreak on warship reports,0,0,6/19/2020
the breaks on corona virus situation have failed as you can all see and apparently theres no reverse gearthis is a clear clarion call to all mankind great and small to put it place exit strategy the messiah is,0.04,0.436666667,6/19/2020
coronavirus is not over not at all,0,0,6/19/2020
top members of coronavirus task force advised against trumps tulsa rally via trumpliespeopledie,0.5,0.5,6/19/2020
imagine if you will a state that preemptively tested for coronavirus all of its residents not just the rich ones who knew that in a state where a large proportion of the population employs a large proportion of a stressed minority and subsequently contracts a deadly disease,0.120714286,0.411428571,6/19/2020
amc said your not required to wear mask to avoid politics ummm so basically theyve never seen outbreak outbreak coronavirus,0,0,6/19/2020
only time will tellmagarally tulsacoronapalooza coronavirus,0,1,6/19/2020
us coronavirus florida reports nearly new cases a record singleday increase the increase in testing might account for part of the increase in infections but it will get worse,-0.131818182,0.527272727,6/19/2020
just a reminder that for months the covidiotinchief ignored the coronavirus warnings while he held rallies golfed and now because of his incompetence inaction and stupidity thousands of americans are now dead that didnt have to be bloodonhishands,-0.4,0.7,6/19/2020
apple is closing stores it just reopened after coronavirus spike,0,0,6/19/2020
hello i ordered bottom k grills for but i still have them because of coronavirus and i wasnt sure if you guys would take them back i was wondering if youll still accept them or if i can get a refund for my purchase minus the mold kit cost of course im not sick too,0.189285714,0.461507937,6/19/2020
if people dont want to wear ome who cares if youre so scared to live without a mask do it and dont worry about anyone else yall are just sheep anyway stupidity will kill humanity faster then the coronavirus,-0.231818182,0.75,6/19/2020
coronavirus unemployment california jobless rate hits los angeles times,0,0,6/19/2020
msha mine safety and health vote pending on guidance for covid msha osha coronavirus covid,0,0,6/19/2020
pence pence is head of coronavirus task force doctors and scientists say to wear masks amp no large gatherings he goes against good advise amp follows trumps lead to rally in tulsa mask less irresponsible amp criminal how many innocents will die due to spread when event goers go home,0.066865079,0.420039683,6/19/2020
u do know that lying is a sin too rt its gotta take more nerve than a bad tooth to judge others actions and then go in front of the entire country and tell lies ie the spread of corona virus is slowing a sin is a sin is a sin,-0.066666667,0.597222222,6/19/2020
if boris johnson pulled the same stunt of quoting movie lines as leo varadkar did in a coronavirus briefing wed all be crucifying him and rightly so,0.142857143,0.330357143,6/19/2020
genius honest government ad coronavirus flatten the curve,0.6,0.9,6/19/2020
coronavirusbrazil coronavirus timeline of what bolsonaro said as the virus spread,0,0,6/19/2020
the truth is that the democrats amp their msm publicist like have politicized the coronavirus the dems first said stopping flights from china was racist amp covid was justtheflu then they figured out they could try to blame trump for it amp hold the economy hostage,0.25,0.333333333,6/19/2020
ucla football players demand coronavirus protection los angeles times,0,0,6/19/2020
lotta lefties in my feed back to pulling their hair out over coronavirus criticizing the us for giving up literally zero mention of protests so they can all be ignored,0,0,6/19/2020
epidemiologist calls upcoming trump rally perfect storm for coronavirus spread via but not for blm riots what hypocrites,1,1,6/19/2020
experts abroad watch us coronavirus case numbers with alarm the washington post,0,0,6/19/2020
there are many ways our lives might adapt to a different world after the pandemic especially for retirees here are three emerging retirement trends in the postcoronavirus world,0.166666667,0.7,6/19/2020
siskind these racist democrats will say anything because democrats and racism are like a coronavirus you cannot see them but beware they are there,0,0,6/19/2020
one twitter user said it could be spreading novel coronavirus adding this gives me a very bad feeling as if godzilla might suddenly appear,-0.455,0.683333333,6/19/2020
fighting stigma north dakota coronavirus news june child care grant program extended north dakota child care providers have been eligible for grants if they prioritize spots for lifeline worker households people such as health care,0,0.5,6/19/2020
california county sheriff says he wont enforce newsoms coronavirus mask order via,0,0,6/19/2020
welcome to the coronavirus outbre,0.8,0.9,6/19/2020
nigeria records new cases of covid as total infections exceed nigeria on friday recorded new cases of the novel coronavirus pushing its total infections past the mark according to the nigeria centre for disease control,0.004545455,0.531818182,6/19/2020
fighting stigma live updates from the latest downing street coronavirus briefing with education secretary gavin schools in england will be able to use a million fund at their gavin williamson opens by discussing the uks alert level,0.378787879,0.675,6/19/2020
coronavirus qantas axes most overseas flights until october so how will the australian s team get to any further events this series not very confident for sadly,-0.038461538,0.528205128,6/19/2020
are you antivax trump has a lot of vested interest in drug companies thats why he paid xi jin ping to manufacture novel corona virus,0,0,6/19/2020
cdc confirms coronavirus deaths down for th consecutive week details,-0.155555556,0.288888889,7/19/2020
pence la county children sickened by rare coronavirusrelated inflammatory syndrome,0.3,0.9,7/19/2020
the ruby princess corona virus spread has caused so much pain and deaths all under the liberal gov states around australia had no signs of corona virus the ruby princess passengers who had corona virus should have never been allowed to go free shame on you liberal gov,0.3,0.5,7/19/2020
heres the latest on the coronavirus pandemic via,0.5,0.9,7/19/2020
coronavirus the inside story of how government failed to develop a contacttracing app,-0.5,0.3,7/19/2020
the crisis that shocked the world americas response to the coronavirus the washington post,-0.7,0.8,7/19/2020
hidalgo county order requires viruspositive residents to stay at home or face criminal prosecution texas public radio your states outta control with the coronavirus virus trump virus and you dont even care you should be voted out,-0.2,0.308333333,7/19/2020
the complicated tale of how the worlds richest country found itself in dire straits while dealing with the coronavirus,-0.5,1,7/19/2020
the crisis that shocked the world americas response to the coronavirus,-0.7,0.8,7/19/2020
president trump defended his handling of the coronavirus pandemic with incorrect data that had to be corrected by wallace and insisted that joe biden wants to defund the police which wallace disputed,0.2,0.1,7/19/2020
breaking news corona virus surge in florida because winn dixie,0,0,7/19/2020
if thats all true then chuck can come around coronavirus is unquestionably affecting everyone in a certain way chuck didnt kill anyone and its really uncool to wish them bad karma chill,0.016071429,0.52202381,7/19/2020
us coronavirus cases and deaths rising amid ineffective response to pandemic,0,0,7/19/2020
bannon trump should get daily briefings from top coronavirus staff fox news video must find out the truth about the virus from ccp and hand over the antidote,0.25,0.25,7/19/2020
how this canberra donors blood is being used to learn more about coronavirus via,0.5,0.5,7/19/2020
i jus wanna go back so quietly on my hustle without worryin about this coronavirus shit yall wear yah masks,-0.066666667,0.377777778,7/19/2020
sumo resumes in front of fans despite rise in japan coronavirus infections other sportsnews,-0.125,0.375,7/19/2020
trump to consider not signing coronavirus relief bill without payroll tax cut,0,0,7/19/2020
florida coronavirus cases surge for fifth day as trump pledges outbreak will be under control,0,0,7/19/2020
if you vote for joebiden you vote for a futuretrumprussiatrumpfailedamerica coronavirus,0,0,7/19/2020
coronavirus death toll passes with in western hemisphere,0,0,7/19/2020
us coronavirus cases and deaths rising amid ineffective response to pandemic the washington post,0,0,7/19/2020
heres the big difference president obama didnt have k dead from the coronavirus aka trump virus and trump does,-0.1,0.25,7/19/2020
most of the young children in a south texas county who are known to have contracted the coronavirus tested positive this month amid a surge in the state a health official said sunday,0.275757576,0.481818182,7/19/2020
dilsesewa an initiative to support our langars which feed millions during this coronavirus crisis at a time of widespread hunger and a humanitarian crisis this campaign focuses on the rich living tradition of food sharing as widely practised in langars or community kitchens,0.1375,0.575,7/19/2020
funding for coronavirus,0,0,7/19/2020
next coronavirus relief bill you be the judgegt trump wants to cut funding for testing cdc and nih hell veto bill wo cut to payroll tax huge benefit for large employersorgt democrats want to extend unemployment insurance benefit fund testing and tracing,0.203571429,0.357142857,7/19/2020
president donald trump threatens to veto coronavirus stimulus package if it excludes payroll tax cut,0,0,7/19/2020
china reports new confirmed coronaviruscases,0.268181818,0.727272727,7/19/2020
coronavirus updates texas daily fatalities drop below for st time in days abc news via,0,0,7/19/2020
even more perspectivewwi years americans in yearswwii years americans died years corona virus pandemic months could be longer or shorter rising daily americans dead in months months not years months,0.1,0.3,7/19/2020
krammer soyou have mycological enthusiasms wouldnt it be a hoot if a fungal fruiting body has a wonder drug lurking it that is corona virus specific,0,0.125,7/19/2020
americans dont trust what trump says about coronavirus poll finds via,0,0,7/19/2020
jack nicklaus says he tested positive for coronavirus,0.227272727,0.545454545,7/19/2020
miami sets curfew as floridas coronavirus cases surge to nbc nightly news nbcnews,0,0,7/19/2020
trump ill be right eventually and coronavirus will disappear nbc nightly news nbcnews,-0.107142857,0.767857143,7/19/2020
china quiets talk of coronavirus coverup in wuhan,0,0,7/19/2020
six months after the coronavirus appeared in america the nation has failed spectacularly to contain it the countrys ineffective response has shocked observers around the planetthe crisis that shocked the world americas response to the coronavirus,-0.325,0.7,7/19/2020
hawaii health officials report new coronavirus cases as statewide total rises to via,0.068181818,0.602272727,7/19/2020
health coronavirus student health workers on the covid front line by bbc,0,0,7/19/2020
iirc its like the coronavirus as this big scary and buff for some godforsaken reason monster and its honestly fucking hilarious,-0.1,0.7125,7/19/2020
exclusive coronavirus study confirms with exception of new york and new jersey overall mortality not much different than a bad flu season,-0.085454545,0.435151515,7/19/2020
the coronavirus will end through public health measures and science dr fauci wearamask,0,0.066666667,7/19/2020
anyone else feel like watching v baseball game despite the fact that the crowd noise is fake makes the world feels just a little bit more normalnyc baseball covidcoronavirus,-0.146875,0.6,7/19/2020
harvard doctor america needs to regroup to fight coronavirus,0,0,7/19/2020
id first ask what your doing here in maine in the first place then i would ask if you would be ok with me joining in during this coronavirus time,0.333333333,0.388888889,7/19/2020
smaller room but hopefully wont be here long covid coronavirus sucks hospital life nomore needles hong kong,-0.116666667,0.4,7/19/2020
wapo the crisis that shocked the world americas response to the coronavirus,-0.7,0.8,7/19/2020
i am ignorning all polls for two reasons fell for that last time still voted but was gobsmacked that trump won who thinks trump is doing ok on any of these fronts i seriously cant imagine anyone thinking he has done well on coronavirus the usa is the worst,-0.208333333,0.558333333,7/19/2020
learn how the worlds largest employer is approaching the constant changes taking place for both workplaces and consumers in our webinar community wellness in the time of coronavirus a conversation with walmart communitywellness covid,0,0.166666667,7/19/2020
tasty foods you shouldnt eat in the crisis of coronavirus,0,0,7/19/2020
hey lets protest coronavirus and wave our trump flags lol yall goofy af ion know where these ppl get they brains from a whole bunch of dumbasses,0.5,0.7,7/19/2020
coronavirus missing you mouse with pink rose verse inside cardcoronavirus covid missingyou mouse pinkrose card follow,0.1,0.433333333,7/19/2020
president donald trump the coronavirus will simply disappear,0,0.357142857,7/19/2020
coronavirus spreading to younger population in la county,0,0,7/19/2020
alert illinois daily covid case count dips below forfirst time in four days global pandemic news coronavirus covid protests,0,0,7/19/2020
how personality tests can help you maximize the talents of gen z workers during the coronavirus pandemic via magazine,0,0,7/19/2020
tablet interactive coronavirusoutbreak,0,0,7/19/2020
bbc news coronavirus englands test and trace programme breaks gdpr data law,0,0,7/19/2020
trump defends bungled handling of coronavirus with falsehoods and dubious claims,0,0,7/19/2020
percent of children in florida have tested positive for coronavirus,0.227272727,0.545454545,7/19/2020
how aussies are going back to their camping roots after coronavirus via,0,0,7/19/2020
coronavirus in south asia is a lack of testing hiding scale of the outbreak,0,0,7/19/2020
went to a clinic for a coronavirus test had to wait while wearing my mask after waiting for about an hour they tested my oxygen saturation level,0,0,7/19/2020
on thursday wearing a face mask will become compulsory for melbourne and the mitchell shire residentsresidents will be fined on the spot for leaving their homes without a mask as victoria continues its fight against coronavirus newsmore,0,0,7/19/2020
after am julian campbell wood from resolution capital talks about commercial property and how the reit market has been recovering since the coronavirusausbiz reit ausbiztv commercialproperty,0,0,7/19/2020
on thursday wearing a face mask will become compulsory for melbourne and the mitchell shire residentsresidents will be fined on the spot for leaving their homes without a mask as victoria continues its fight against coronavirus newsmore,0,0,7/19/2020
editor actually this could be the start of the first real covid wave for nswactivated by community transmission sarscov coronavirus covidseason herdimmunity,0.15,0.244444444,7/19/2020
law none of the others do either your m still filters things microns or larger corona virus is in the range from what ive read seems a lot of people think screen windows will keep dust out,0,0.5,7/19/2020
braves freddie freeman prayed during coronavirus battle please dont takeme,0,0,7/19/2020
administration seeks to zero out cdc nih funding in coronavirus relief bill sources abc news via,0,0,7/19/2020
at least people in texas have died of coronavirus nearly of those deaths were reported in the pastweek,-0.1,0.4,7/19/2020
we need to close down florida reports more than coronavirus cases for fifth day,0.172222222,0.394444444,7/19/2020
